"Country.Name","Year","Adolescent.fertility.rate..births.per.1.000.women.ages.15.19.","Foreign.direct.investment..net.inflows....of.GDP.","GDP..current.US..","GNI..current.US..","Gross.national.expenditure....of.GDP.","Mobile.cellular.subscriptions","Mobile.cellular.subscriptions..per.100.people.","Individuals.using.the.Internet....of.population.","Access.to.electricity....of.population.","Access.to.electricity..urban....of.urban.population.","Adjusted.savings..net.national.savings....of.GNI.","Employers..total....of.total.employment...modeled.ILO.estimate.","Foreign.direct.investment..net..BoP..current.US..","Labor.force..female....of.total.labor.force.","Urban.population....of.total.population.","Urban.population.growth..annual...","Compulsory.education..duration..years.","Access.to.electricity..rural....of.rural.population.","Fixed.broadband.subscriptions","Fixed.broadband.subscriptions..per.100.people.","Computer..communications.and.other.services....of.commercial.service.exports.","Computer..communications.and.other.services....of.commercial.service.imports.","Adjusted.net.national.income..current.US..","Communications..computer..etc.....of.service.imports..BoP.","Cost.of.business.start.up.procedures....of.GNI.per.capita.","GNI..constant.2015.US..","Labor.force.participation.rate.for.ages.15.24..total......national.estimate.","Adjusted.net.national.income.per.capita..annual...growth.","Employment.to.population.ratio..ages.15.24..total......national.estimate.","Gini.index","Poverty.headcount.ratio.at..2.15.a.day..2017.PPP.....of.population.","Poverty.gap.at..2.15.a.day..2017.PPP.....","Labor.force.with.basic.education....of.total.working.age.population.with.basic.education.","Labor.force.with.advanced.education....of.total.working.age.population.with.advanced.education.","School.enrollment..tertiary....gross.","School.enrollment..primary.and.secondary..gross...gender.parity.index..GPI.","Educational.attainment..at.least.completed.lower.secondary..population.25...total......cumulative.","International.tourism..expenditures..current.US..","Secure.Internet.servers","Secure.Internet.servers..per.1.million.people.","Primary.completion.rate..total....of.relevant.age.group.","Adolescents.out.of.school....of.lower.secondary.school.age.","Individuals.using.the.Internet..female....of.female.population.","Individuals.using.the.Internet..male....of.male.population."
"Egypt, Arab Rep.",2009,57.26,3.55,1.89e+11,1.89e+11,106.64,55400000,64.74,20,98.9,99.5,10.19,15.13,-6140400000,23.75,43.04,1.91,9,98.4,1080000,1.23,16.79,24.13,1.65e+11,30.5,41.7,2.75e+11,35.35,4.29,26.59,,,,27,76.45,29.61,0.98,,2.941e+09,,,89.19,,,
"Egypt, Arab Rep.",2010,58.31,2.92,2.19e+11,2.15e+11,105.24,70700000,80.98,21.6,99.4,99.7,11.81,14.74,-5210100000,23.32,43.02,1.98,9,99.1,1450000,1.63,12.27,20.65,1.86e+11,29.96,30.9,2.83e+11,34.74,1.63,26.29,30.2,1,0.1,28.33,77.44,30.51,0.97,37.1,2.696e+09,205,2.35,90.42,,,
"Egypt, Arab Rep.",2011,58.1,-0.2,2.36e+11,2.3e+11,104.12,83400000,93.53,25.6,99.4,99.7,11.25,15.71,1108200000,22.9,43,2.16,9,99.2,1850000,2.03,9.72,22.39,1.96e+11,27.58,29.5,2.86e+11,33.48,0.24,23.67,,,,26.75,77.23,25.87,0.97,41.45,2.575e+09,252,2.83,,,,
"Egypt, Arab Rep.",2012,58.47,1,2.79e+11,2.73e+11,107.92,96800000,106.09,26.4,99.7,99.5,8.15,15.68,-2586600000,23.01,42.95,2.14,9,99.8,2290000,2.46,10.72,24.1,2.38e+11,28.22,28.6,2.93e+11,33.57,2.81,22.01,28.3,0.9,0.1,27.22,77.01,26.46,0.99,42.68,3.037e+09,437,4.79,,,,
"Egypt, Arab Rep.",2013,59.12,1.45,2.88e+11,2.81e+11,106.34,99700000,106.78,29.4,99.9,99.9,8.82,12.56,-3891200000,23.55,42.89,2.19,9,99.9,2680000,2.81,12.13,21.32,2.46e+11,28.99,26.9,2.99e+11,34.46,0.76,22.71,,,,27.53,76.84,28.52,0.99,42.08,3.261e+09,563,6.03,92.02,,26.35,32.33
"Egypt, Arab Rep.",2014,58.1,1.51,3.06e+11,2.98e+11,108.43,95300000,99.71,33.89,99.8,99.9,6.85,13.72,-4359500000,23.87,42.84,2.22,9,99.7,3070000,3.15,14.87,22.42,2.64e+11,25.55,26,3.08e+11,33.79,0.93,22.9,,,,27.8,75.06,29.17,1,42.25,3.486e+09,725,7.58,,17.35,31.09,36.6
"Egypt, Arab Rep.",2015,56.93,2.1,3.29e+11,3.24e+11,108.48,94000000,96.21,37.82,99.3,99.1,4.59,11.95,-6743500000,24.08,42.79,2.08,12,99.4,3830000,3.84,10.55,26.18,2.97e+11,29.53,23.2,3.24e+11,32.03,6.45,21.92,31.8,0.9,0.1,29.45,75.83,32.81,,45.43,3.636e+09,975,9.98,,,34.78,40.8
"Egypt, Arab Rep.",2016,52.25,2.44,3.32e+11,3.28e+11,109.56,97800000,98,41.25,100,100,3.82,10.42,-7900200000,24.52,42.73,1.96,12,100,4470000,4.4,15.48,20.97,3.01e+11,24.85,22.6,3.39e+11,31.36,2.63,21.67,,,,26.64,77.64,31.93,0.99,46.1,4.351e+09,1388,13.91,88.03,13.42,38.21,44.17
"Egypt, Arab Rep.",2017,50.62,2.98,2.48e+11,2.44e+11,112.8,103000000,101.15,44.95,100,100,4.45,11.36,-7209700000,24.47,42.71,1.93,12,100,5230000,5.05,9.97,29.28,2.07e+11,36.18,22.2,3.52e+11,28.96,-7.49,20.38,31.5,2.5,0.4,25.08,75.79,33.16,0.99,72.96,2.419e+09,3490,34.29,87.42,13.97,39.84,49.96
"Egypt, Arab Rep.",2018,49.1,3.1,2.63e+11,2.56e+11,109.94,93800000,90.4,46.92,100,100,8.57,12.36,-7817811000,21.1,42.7,1.9,12,100,6620000,6.27,9.2,28.09,2.16e+11,31.41,42.6,3.68e+11,24.46,1.58,18.39,,,,27.42,70.1,36.72,1,49.45,2.897e+09,3456,33.31,90.62,13.47,41.28,52.43
"Egypt, Arab Rep.",2019,46.43,2.83,3.19e+11,3.08e+11,107.84,95300000,90.27,57.28,100,100,9.6,9.39,-8605068000,18.65,42.73,1.85,12,100,7570000,7.04,9.21,29.77,2.62e+11,32.35,20.3,3.84e+11,22.8,3.4,18.41,31.9,1.5,0.3,38.67,,,1,55.86,3.718e+09,3547,33.58,92.85,11.83,52.99,61.54
"El Salvador",2008,73.79,5.02,17986890000,17597840000,127.18,6950000,114.54,10.08,91,96.5,3.51,4.46,-823620000,40.78,63.68,1.83,9,81.4,123000,2.05,45.15,17.74,15933034768,19.83,55.6,20180507861,,-2.05,,46.9,7.7,2,,,25.46,0.98,36.6,3.26e+08,,,92.49,9.74,9.28,11.01
"El Salvador",2009,72.07,2.09,17601620000,17045650000,118.17,7570000,124.22,12.11,91.1,96.6,3.53,4.27,-365770000,41.06,64.57,1.77,9,81.1,149000,2.47,48.24,19.21,15364646448,21.81,43.6,19550020108,50.44,-4.34,43.4,45.8,7.4,2,,,25.83,0.97,37.38,2.53e+08,,,95.38,9.48,11.23,13.13
"El Salvador",2010,70.91,-0.61,18447920000,17909710000,119.64,7700000,125.95,15.9,91.6,96.9,5.61,4.11,225565382.1,41.34,65.45,1.73,9,81.6,175000,2.89,50.43,22.32,16181878195,25.52,45.2,20028654462,47.53,1.23,42.65,43.5,6.3,1.6,59.77,88.49,26.21,0.97,37.82,2.8e+08,84,13.74,97.52,,12.32,13.6
"El Salvador",2011,70.95,0.6,20283780000,19665540000,121.31,8320000,135.5,18.9,92.6,97.2,5.06,3.74,-218429105.5,41.12,66.33,1.71,9,83.4,206000,3.38,47.41,23.45,17994429085,25.68,45.6,20765999412,47.77,2.98,43.65,42.3,5.3,1.2,60.28,86.66,27.2,0.96,38.56,2.44e+08,99,16.13,98.54,,15.98,18.03
"El Salvador",2012,70.64,2.01,21386150000,20515590000,120.51,8650000,140.38,20.32,93.7,97.8,3.62,4.23,-466020667.4,41.49,67.19,1.68,9,85.2,242000,3.96,41.82,21.22,18545690451,23.19,45.7,21135631711,48.19,0.62,44.04,41.8,4.6,1.1,60.86,86.05,27.95,0.96,39.82,2.87e+08,139,22.56,96.86,,18.83,22.03
"El Salvador",2013,70.62,1.11,21990960000,21000760000,121,8990000,145.37,23.11,95,97.8,0.78,4.29,-179106499.2,42.09,68.04,1.65,12,89.3,284000,4.63,40.84,21.68,18734245499,23.83,45.4,21502029240,47.54,-0.31,43.4,43.4,3.6,0.9,60.39,88.69,28.11,0.97,41.04,2.7e+08,175,28.29,95.1,,21.37,25.1
"El Salvador",2014,70.12,2.24,22593470000,21558030000,119,9190000,148.05,24.76,95.1,97.8,2.2,4.18,-306446449.3,41.64,68.87,1.61,15,89.2,319000,5.17,35.54,20.56,19177294793,22.63,44.7,21860168289,46.31,0.52,41.73,41.6,3.4,0.8,59.86,87.39,27.37,0.98,42.11,2.77e+08,216,34.79,94.17,,23.21,26.56
"El Salvador",2015,70.36,2.11,23438240000,22346390000,117.59,9330000,149.8,26.8,95.4,98,2.54,4.42,-396350024,41.24,69.7,1.54,15,89.4,353000,5.71,42.46,19.28,19824624009,21.78,43.4,22346390000,45.72,3.62,41.64,40.6,2.3,0.5,58.85,84.2,27.21,,42.61,3.32e+08,286,45.9,92.78,13.57,25.61,28.16
"El Salvador",2016,65.21,1.98,24191430000,22945050000,115.9,9640000,154.18,29,96,98.4,3.79,4.04,-347852921.6,41.48,70.5,1.45,15,90.3,395000,6.38,44.89,22.4,20255430803,23.56,41.4,22782231786,46.2,2.03,41.67,40,2.6,0.6,59.35,84.35,27.01,,43.25,4.51e+08,331,52.96,92.14,17.56,,
"El Salvador",2017,61.53,2.02,24979190000,23591570000,116.25,9480000,151.25,33.82,96.8,99,4.55,4.29,-888844522.3,41.06,71.28,1.35,15,91.3,451000,7.26,41.65,22.61,20688070305,23.47,41.4,23204689412,46.59,0,41.9,38,2.2,0.5,59.18,82.34,27.47,,42.79,4.66e+08,393,62.71,91.61,21.23,32.7,35.12
"El Salvador",2018,58.2,1.59,26020850000,24550760000,117.76,9430000,150.3,43.8,97,98.7,4.04,4.55,-826046956.7,41.04,72.02,1.2,15,92.6,492000,7.91,42.32,20.84,21313885633,21.82,45.1,23754613791,46.33,0.13,41.88,38.6,1.8,0.4,58.31,85.49,28.03,,45.31,4.9e+08,582,92.73,89.76,18.93,,
"El Salvador",2019,57.81,2.59,26881140000,25540040000,116.13,10400000,165.55,50.49,97.4,98.8,6.68,4.53,-635763348.4,41.2,72.75,1.06,15,93.6,525000,8.44,39.03,19.78,22200966540,20.95,43.3,24497266341,47.3,3.88,42.59,38.8,1.4,0.3,59.88,82.69,28.37,,46.54,5.04e+08,608,96.81,,21.43,48.87,52.38
"Estonia",2008,25.16,8.12,24341678629,23069137249,103.38,1620000,121.5,70.58,100,100,8.97,2.79,-687425319.1,48.78,68.35,-0.46,9,100,295000,22.04,38.18,37.34,19128301450,38.18,1.7,20131216023,40.84,-3.77,35.93,31.9,0.4,0.2,34.31,80.37,67.84,1.01,,9.39e+08,,,102.19,,70.36,70.83
"Estonia",2009,22.74,9.51,19633031398,19034731870,94.89,1570000,117.68,72.5,100,100,6.11,2.95,-503313255.7,49,68.22,-0.38,9,100,314000,23.5,37.03,41.7,15390801272,42.49,1.7,17791916826,39.04,-13.13,28.34,31.4,0.6,0.2,33.69,80.52,67.85,1.01,,,,,100.27,,72.66,72.01
"Estonia",2010,19.48,13.28,19523477326,18473734528,93.58,1650000,124.13,74.1,100,100,6.59,3,-1350833077,49.48,68.09,-0.42,9,100,348000,26.13,34.44,41.5,15022263280,42.07,1.9,17733080467,37.77,0.37,25.34,32,0.8,0.4,33.34,79.76,68.71,0.99,98.63,,713,535.5,100.99,,75.33,75.03
"Estonia",2011,17.43,4.82,23213994093,22028387855,94.18,1810000,136.06,76.5,100,100,11.64,3.05,-2490397606,49.27,67.97,-0.49,9,100,349000,26.29,36.06,40.6,18192460577,41.12,1.8,19247935030,40.04,10.39,31.08,32.5,1,0.5,36.87,79.27,71.02,0.99,98.88,,970,730.73,99.75,,77.23,75.68
"Estonia",2012,16.33,7.76,23019150071,22063932820,98.34,2000000,151.19,78.39,100,100,12.06,3.15,-505876815.4,49.01,67.97,-0.34,9,100,350000,26.43,37.1,39.43,18224551545,39.95,1.6,20111868338,40.78,4.8,32.27,32.9,0.7,0.4,35.98,80.6,72.94,0.99,99.02,,1661,1255.77,99.69,,77.19,78.67
"Estonia",2013,16.37,4.37,25115753366,24507230930,97.32,1930000,146.24,80,100,100,11.31,3.26,-246699019.4,48.93,68.12,-0.14,9,100,361000,27.39,38.68,39.15,20185636012,39.49,1.5,20982923608,39.81,4.45,32.37,35.1,0.9,0.6,36.66,80.4,75.45,0.99,98.97,1.236e+09,2127,1613.81,96.88,,79.17,80.94
"Estonia",2014,15.38,6.69,26634083965,25876006877,96.51,1900000,144.35,84.24,100,100,12.13,3.34,-645747876.5,48.34,68.27,-0.05,9,100,371000,28.23,38.59,38.07,21396732401,38.43,1.4,21774906114,39.2,4.45,33.34,34.6,0.8,0.5,40.42,79.86,76.2,0.99,99.17,1.346e+09,2885,2194.68,98.34,1.55,83.81,84.71
"Estonia",2015,12.85,-3.13,22890762090,22387751107,96.07,1900000,144.79,88.41,100,100,10.42,3.46,140346638.4,48.65,68.42,0.28,9,100,390000,29.69,40.47,37.36,18469479757,37.76,1.3,22387751107,40.85,2.52,34.99,32.7,0.6,0.4,40.7,81.22,74.58,1,99.11,1.169e+09,4105,3120.71,97.09,2.16,87.43,89.48
"Estonia",2016,10.9,3.85,24072829277,23537298482,96.39,1900000,144.23,87.24,100,100,10.49,3.57,-560729295,48.39,68.56,0.24,9,100,414000,31.5,43.65,38.09,19569221534,38.52,1.2,23279953693,42.39,4.77,36.4,31.2,0.5,0.3,42.58,81.15,73.03,1,99.11,1.299e+09,14193,10786.68,97.94,2.19,87.35,87.11
"Estonia",2017,9.81,6.45,26924385103,26262150182,95.94,1900000,144.54,88.1,100,100,13.26,3.66,-1085198793,48.29,68.72,0.35,9,100,428000,32.52,44.88,37.91,21869761032,38.3,1.2,24543223990,44.01,5.5,38.65,30.4,0.3,0.2,44.76,81.99,72.14,1.01,99.09,1.395e+09,38377,29131.22,96.38,2.28,88.3,87.89
"Estonia",2018,9.4,4.02,30624720196,29976050227,97.27,1920000,145.52,89.36,100,100,13.47,3.78,-1459135847,48.3,68.88,0.58,9,100,441000,33.37,46.43,39.1,24925047862,39.43,1.1,25771342699,46.22,4.56,40.63,30.3,0.2,0.2,46.01,81.65,72.07,1.02,99.28,1.647e+09,64636,48893.44,96.6,2.17,89.25,89.47
"Estonia",2019,8.69,9.81,31290453294,30681549838,95.94,1950000,147.02,90.23,100,100,12.87,3.89,-1190231246,48.49,69.05,0.62,9,100,449000,33.85,48.67,39.6,25294350709,39.96,1,26975296217,43.43,3.34,38.37,30.8,0.6,0.3,42.29,82.14,72.71,1.02,99.41,1.808e+09,110548,83313.11,97.28,2.06,89.86,90.62
"Finland",2008,8.49,6.79,2.86e+11,2.86e+11,96.13,6830000,128.54,83.67,100,100,10.32,3.79,10751439982,48,83.3,0.62,9,100,1620000,30.45,66.02,58.53,2.35e+11,58.58,1,2.45e+11,53.44,-1.49,44.65,27.8,0.1,0,33.75,79.14,95.87,1.02,,5.577e+09,,,99.49,0.62,82.7,84.65
"Finland",2009,8.32,-3.48,2.53e+11,2.57e+11,97.69,7700000,144.23,82.49,100,100,4.28,4.07,4920533661,48.4,83.43,0.63,9,100,1570000,29.32,68.34,64.04,2.07e+11,64.09,0.9,2.28e+11,50.49,-8.65,39.63,27.5,0.1,0,31.49,78.01,92.02,1.02,,5.236e+09,,,99.29,0.77,82.74,82.24
"Finland",2010,8.3,4.9,2.49e+11,2.53e+11,98.4,8390000,156.43,86.89,100,100,4.98,4.17,2766046760,47.98,83.77,0.87,9,100,1560000,29.08,66.55,59.21,2.05e+11,59.28,1,2.34e+11,49.23,2.95,38.7,27.7,0.1,0,31.6,76.99,93.19,1.02,81.61,5.268e+09,5457,1017.46,98.99,0.81,86.08,87.71
"Finland",2011,7.81,-2.18,2.76e+11,2.77e+11,100.57,8940000,165.92,88.71,100,100,4.33,4.09,2457167886,47.81,84.31,1.11,9,100,1610000,29.81,65.18,56.58,2.25e+11,56.6,1,2.37e+11,50.62,0.52,40.46,27.6,0,0,31.44,76.76,93.29,1.02,82.86,6.013e+09,8519,1581.03,99.49,0.89,88.41,89.01
"Finland",2012,7.65,1.91,2.58e+11,2.59e+11,101.53,9320000,172.15,89.88,100,100,2.31,4.02,3444014950,48.05,84.84,1.1,9,100,1650000,30.43,67.71,60.33,2.1e+11,60.33,0.9,2.33e+11,51.47,-2.89,41.71,27.1,0.1,0,30.56,76.64,91.55,1.02,83.53,5.841e+09,11939,2205.22,98.86,0.93,89.64,90.12
"Finland",2013,7.48,-1.81,2.71e+11,2.72e+11,101.05,7410000,136.26,91.51,100,100,1.12,4.02,-2236027725,48.12,85.13,0.79,9,100,1720000,31.63,69.29,53.92,2.2e+11,53.96,0.9,2.31e+11,51.83,-1.07,41.5,27.2,0.1,0.1,29.92,75.25,91.24,1.05,84.68,6.387e+09,13736,2525.48,99.3,0.96,90.98,92.05
"Finland",2014,7.25,6.38,2.75e+11,2.78e+11,100.95,7600000,139.21,86.53,100,100,1.53,4.23,-17108721388,48.21,85.18,0.47,9,100,1760000,32.2,70.59,53.68,2.25e+11,53.73,0.9,2.33e+11,51.81,0.61,41.16,26.8,0.1,0,28.53,75.14,89.99,1.06,85.29,6.326e+09,16433,3008.87,99.21,1.06,84.24,88.93
"Finland",2015,6.28,7.46,2.35e+11,2.37e+11,100.57,7400000,134.98,86.42,100,100,1.93,4.23,-18241204965,48.28,85.23,0.39,9,100,1730000,31.57,72.9,56.58,1.92e+11,56.78,0.9,2.37e+11,52.3,1.66,40.56,27.1,0.1,0.1,28.11,75.09,89.66,1.06,85.72,5.786e+09,18604,3395.18,99.46,1.13,84.82,88.1
"Finland",2016,5.5,2.13,2.41e+11,2.42e+11,101.28,7220000,131.39,87.7,100,100,2.55,4.05,15487777452,47.97,85.28,0.35,10,100,1710000,31.15,73.1,56.26,1.97e+11,56.44,0.9,2.42e+11,52.19,2.09,41.67,27.1,0,0,26.27,74.37,89.33,1.06,85.52,6.199e+09,39189,7131.36,99.43,0.79,86.61,88.84
"Finland",2017,4.86,6.71,2.56e+11,2.56e+11,99.95,7160000,129.99,87.47,100,100,4.76,3.81,-3464257880,47.87,85.33,0.29,10,100,1710000,31.04,71.64,56.99,2.08e+11,57.07,0.8,2.48e+11,53.06,2.53,42.38,27.4,0.1,0.1,27.82,73.91,90.7,1.06,87.49,6.74e+09,122966,22324.11,99.13,0.69,86.84,88.12
"Finland",2018,4.33,-3.83,2.76e+11,2.77e+11,101.26,7150000,129.64,88.89,100,100,4.84,3.58,13725083435,47.96,85.38,0.2,10,100,1740000,31.49,70.92,57.97,2.25e+11,58.02,0.8,2.53e+11,52.89,1.52,43.88,27.3,0.1,0,28.53,74.8,92.39,1.06,88.21,7.223e+09,187523,33999.12,99.7,0.72,87.65,90.18
"Finland",2019,4.09,5.81,2.69e+11,2.7e+11,99.85,7150000,129.49,89.61,100,100,4.84,3.78,-8568455133,47.85,85.45,0.19,10,100,1800000,32.54,72.99,61.41,2.19e+11,61.46,0.7,2.56e+11,53.36,0.7,44.18,27.7,0,0,27.69,73.75,94.59,1.05,89.01,6.841e+09,318556,57692.64,99.44,0.67,88.89,90.35
"France",2008,10.95,2.32,2.93e+12,2.99e+12,101.16,58000000,93.93,70.68,100,100,6.14,4.66,68001785591,47.42,77.87,0.88,10,100,17800000,28.4,48.04,48.83,2.49e+12,49.11,1,2.36e+12,34.73,-0.96,28.03,33,0,0,34.82,75.73,52.48,1,77.94,5.0373e+10,,,,0.83,71.87,69.43
"France",2009,10.78,0.68,2.7e+12,2.76e+12,100.79,57900000,93.28,71.58,100,100,3.04,4.52,70295520050,47.59,78.12,0.83,10,100,19900000,31.46,49.2,51.94,2.28e+12,52.21,0.9,2.31e+12,35.6,-3.34,27.01,32.7,0,0,34.92,75,52.77,1,77.97,4.5087e+10,,,,0.69,72.29,70.84
"France",2010,10.67,1.47,2.65e+12,2.71e+12,101.29,57800000,92.54,77.28,100,100,3.26,4.48,33671093774,47.69,78.37,0.81,10,100,21300000,33.65,49.65,49.9,2.24e+12,50.11,0.9,2.35e+12,35.02,1.21,26.73,33.7,0.1,0,34.94,75.29,54.88,1,79.22,4.6695e+10,18081,278.04,,0.56,78.63,81.64
"France",2011,10.33,1.54,2.87e+12,2.94e+12,101.95,59800000,95.29,77.82,100,100,4.17,4.48,20277561651,47.79,78.62,0.81,10,100,22700000,35.69,48.6,48.23,2.43e+12,48.43,0.9,2.39e+12,33.99,1.25,26.13,33.3,0,0,34.69,75.34,55.63,1,79.81,5.5509e+10,26229,401.39,,1.58,76.82,78.86
"France",2012,10.04,1.23,2.68e+12,2.74e+12,101.3,62300000,98.71,81.44,100,100,3.36,4.37,19070158223,47.82,78.88,0.81,10,100,24000000,37.43,49.41,51.67,2.26e+12,51.79,0.9,2.39e+12,33.38,-1.04,25.01,33.1,0.1,0,34.44,76.18,57.91,1,80.49,5.0068e+10,40871,622.44,,1.69,80.42,82.52
"France",2013,9.4,1.19,2.81e+12,2.87e+12,101.03,63300000,99.98,81.92,100,100,3.3,4.3,-13973846914,47.89,79.14,0.84,10,100,24900000,38.73,52.61,52.58,2.37e+12,51.75,0.9,2.41e+12,35.32,0.49,26.62,32.5,0.1,0,33.31,76.16,59.85,1.01,81.5,5.2444e+10,54208,821.3,,1.8,79.9,84.03
"France",2014,9.07,0.18,2.86e+12,2.92e+12,101.15,65400000,102.89,83.75,100,100,3.39,4.24,47288734074,48.09,79.39,0.8,10,100,26000000,40.14,55.47,55.23,2.4e+12,53.74,0.9,2.44e+12,34.38,0.79,25.76,32.3,0,0,31.76,77.38,61.51,1.01,82.63,5.8464e+10,78843,1188.97,,2.54,82.46,85.11
"France",2015,8.27,1.77,2.44e+12,2.49e+12,100.57,66700000,104.5,78.01,100,100,4.33,4.27,8404253504,48.13,79.66,0.68,10,100,26900000,41.39,54.11,58.87,2.06e+12,57.69,0.8,2.49e+12,34.88,1.99,25.97,32.7,0.1,0.1,30.81,77.52,62.79,1,83.2,4.7713e+10,126340,1898.47,,2.01,75.9,80.3
"France",2016,7.58,1.44,2.47e+12,2.53e+12,100.61,67600000,105.6,79.27,100,100,4,4.26,41841316017,48.22,79.92,0.59,10,100,27700000,42.53,55.02,58.13,2.08e+12,55.9,0.7,2.53e+12,34.92,0.99,26.1,31.9,0.1,0,30.23,77.29,64.73,1,83.69,4.9029e+10,446252,6688.02,,1.56,77.84,80.83
"France",2017,7.29,1.69,2.6e+12,2.65e+12,101.06,69000000,107.6,80.5,100,100,4.63,4.24,12702511140,48.18,80.18,0.62,10,100,28500000,43.62,54.19,56.66,2.19e+12,54.28,0.7,2.58e+12,34.98,1.62,26.99,31.6,0,0,30.15,76.6,65.8,1,84.21,5.3787e+10,991690,14819.48,,1.15,78.98,82.16
"France",2018,8.17,2.78,2.79e+12,2.86e+12,101.01,70400000,109.56,82.04,100,100,4.86,4.22,61682963435,48.3,80.44,0.69,10,100,29100000,44.41,54.8,56.51,2.35e+12,54.19,0.7,2.62e+12,35.67,0.99,28.12,32.4,0,0,29.41,76.55,67.54,1,84.93,5.9131e+10,1367541,20362.93,,0.96,80.41,83.82
"France",2019,9.66,1.96,2.73e+12,2.79e+12,100.96,72000000,111.86,83.34,100,100,5.22,4.24,30864497546,48.44,80.71,0.67,10,100,29800000,45.28,54.19,56.06,2.28e+12,53.74,0.7,2.67e+12,34.89,1.27,27.86,31.2,0.1,0,28.48,76.64,67.73,1,85.6,5.9751e+10,1971311,29253.15,,0.59,82.17,84.62
"Georgia",2008,51.14,12.52,12795145131,12735844840,132.58,2760000,71.01,10.01,100,100,-9.5,1.15,-1428631126,46.39,54.77,0.4,9,100,112000,2.85,6.88,12.76,11093462837,18.63,4,,36.16,,23.1,38.5,12.4,3.6,,,38.06,1.02,,3.37e+08,,,108.7,1.34,,
"Georgia",2009,57.28,6.14,10766920066,10723319727,121.91,2840000,73.59,20.07,100,100,-12.3,1.46,-685300808.1,45.9,55.15,-0.19,9,100,150000,3.83,9.01,12.61,9280623468,18.35,3.7,,38.52,,21.47,38.2,12.1,3.7,64.89,,28.26,,,3.11e+08,,,110.77,0,,
"Georgia",2010,56.84,7.41,12426907967,12209869879,116.74,3980000,103.69,26.9,100,100,-2.72,1.38,-730489603.7,46.16,55.54,-0.03,9,100,182000,4.68,9.27,11.43,10276863402,18.66,5,11499652655,39.44,,23.05,39.5,14.4,4.4,65.9,,31.6,,56.05,3.29e+08,36,9.51,112.27,,,
"Georgia",2011,54.24,7.56,15475290469,15049331839,117.74,4430000,115.93,31.52,100,100,-2.62,1.44,-987355065.5,45.85,55.92,-0.11,9,100,249000,6.42,6.95,11.84,12586125897,15.99,4.7,12291190804,41.23,6.42,23.97,39.6,13.4,4.3,34.18,76.59,34.36,,95.25,3.84e+08,56,14.91,,,,
"Georgia",2012,51.06,5.73,16894392033,16722078803,118.46,4700000,123.51,36.94,100,100,1.37,1.57,-751274688.9,45.78,56.3,-0.05,9,100,463000,12.06,6.62,11.35,14039474148,16.16,4.1,13323860920,41.7,9.67,25.76,39,10.7,3,33.31,77.04,32.5,,95.59,4.71e+08,163,43.71,106.95,,,
"Georgia",2013,50.67,5.97,17517660144,17200885803,111.93,4990000,131.88,43.3,100,100,2.29,1.37,-919270053.3,45.33,56.69,0.38,9,100,517000,13.57,5.94,11.13,14514873707,15.76,3.8,13901364671,40.75,4.83,24.03,38.6,8.1,2.1,35.32,75.85,39.47,1.01,96.65,5.37e+08,237,63.75,109.78,2.25,41.99,44.71
"Georgia",2014,51.37,10.22,17966015109,17737747152,116.59,5400000,143.1,49.1,100,100,2.17,1.13,-1430328332,45.69,57.07,0.72,9,100,601000,15.84,5.69,14.17,15022663538,19.6,3.7,14542519057,41.45,6.94,25.62,37.6,6.1,1.6,35.29,76.13,45.77,1.01,96.71,5.63e+08,309,83.08,108.33,2.15,47.26,51.19
"Georgia",2015,49.52,11.4,15223796149,14880351882,116.74,5550000,147.19,47.57,100,100,0.15,1.38,-1419607447,46.32,57.45,0.82,9,100,636000,16.76,4.96,11.54,12416573085,15.32,3.4,14880351882,42.37,1.62,26.75,36.5,4.9,1.2,34.67,76.09,51.18,1.01,97.62,6.09e+08,442,118.65,107.13,1.69,45.47,49.91
"Georgia",2016,45.12,10.75,15444548902,14744998637,114.93,5530000,146.69,58.46,100,100,3.15,1.33,-1246836683,45.76,57.84,0.73,9,100,681000,17.96,5.01,10.93,12150187537,14.87,2.6,15038834644,39.89,0.07,25.51,36.6,4.9,1.2,34.91,77,57.39,1.01,97.95,7.06e+08,1516,406.71,120.58,1.56,57.11,59.96
"Georgia",2017,38.81,11.72,16473125375,15681941286,110.83,5500000,145.88,59.71,100,100,5.25,1.63,-1721098983,46.36,58.23,0.69,9,100,776000,20.46,5.12,11.09,13075896029,14.17,2.5,15755789021,44.44,8.02,31.6,37.9,6.2,1.6,40.47,73.8,62.75,1.01,97.52,8.53e+08,8799,2360.24,120.75,1.73,58.29,61.3
"Georgia",2018,34.66,7.28,17902544881,17228317459,110.46,5460000,144.72,62.72,99.9,99.8,7.7,1.99,-1010417428,47.11,58.63,0.65,9,100,857000,22.59,3.75,10.74,14398969484,13.73,2.2,16894737952,40.44,7.41,28.35,36.4,5.6,1.5,36.25,72.1,66.04,1.01,93.14,9.6e+08,8132,2182.18,102.54,1.6,61.17,64.49
"Georgia",2019,30.97,7.85,17638337117,16841958712,109.2,5380000,142.73,68.85,100,100,5.9,2,-1072558552,47.01,59.04,0.52,9,100,937000,24.68,4.41,12.12,14144523113,14.45,2.1,17668832004,38.08,4.71,26.52,35.9,4.8,1.1,35.26,71.98,69.02,1.01,97.66,1.124e+09,10329,2776.49,98.48,1.56,67.78,70.08
