"Access.to.electricity....of.population.","Access.to.electricity..rural....of.rural.population.","Access.to.electricity..urban....of.urban.population.","Communications..computer..etc.....of.service.imports..BoP.","Computer..communications.and.other.services....of.commercial.service.exports.","Computer..communications.and.other.services....of.commercial.service.imports.","Gini.index","Individuals.using.the.Internet....of.population.","Secure.Internet.servers","Secure.Internet.servers..per.1.million.people.","Poverty.headcount.ratio.at..2.15.a.day..2017.PPP.....of.population.","Poverty.gap.at..2.15.a.day..2017.PPP.....","Individuals.using.the.Internet..female....of.female.population.","Individuals.using.the.Internet..male....of.male.population.","Mobile.cellular.subscriptions","Mobile.cellular.subscriptions..per.100.people."
100,100,100,20.28,10.44,21.17,31.5,52.99,307,271.76,0,0,51.31,54.83,1030000,123.13
100,100,100,25.41,10.34,25.87,32.6,56.86,457,399.1,0,0,53.25,60.67,1090000,126.56
100,100,100,30.3,13.21,29.37,34.3,60.69,1710,1478.53,0,0,57.82,63.92,1110000,128.3
100,100,100,33.6,16.09,35.08,37,65.45,1122,961.47,0.1,0,63.81,67.28,1100000,128.16
100,100,100,14.39,15.1,29.03,35.6,69.33,2796,2375.54,0.1,0.1,67.72,71.09,1110000,131.15
100,100,100,15.15,15.8,31.38,34,71.72,2760,2324.64,0,0,70.18,73.34,1110000,130.98
100,100,100,10.87,17.03,27.31,32.9,75.9,5325,4445.35,0,0,74.44,77.49,1130000,132.64
100,100,100,30.76,21.42,32.46,31.4,80.74,20484,16949.62,0,0,80.61,80.88,1180000,136.17
100,100,100,26.84,21.53,30.14,32.7,84.43,7578,6217.43,0,0,84.56,84.3,1200000,137.05
100,100,100,34.31,28.47,35.41,31.2,86.06,9854,8018.97,0.2,0.1,85.85,86.29,1240000,139.99
100,100,100,41.93,38.95,41.55,26.3,62.97,82041.0339782916,3567.78490926012,0,0,60.15,65.82,13800000,132.78
100,100,100,44.7,38.89,44.39,26.2,64.43,82041.0339782916,3567.78490926012,0,0,62.53,66.35,13100000,125.34
100,100,100,45.05,39.97,44.77,26.6,68.82,3200,305.51,0,0,65.93,71.77,12900000,123.6
100,100,100,46.09,39.99,45.83,26.4,70.49,4934,470.08,0,0,67.87,73.18,13200000,125.45
100,100,100,48.03,42.11,47.83,26.1,73.43,8773,834.67,0,0,72.4,74.48,13500000,128.64
100,100,100,46.19,44.97,46.02,26.5,74.11,11354,1079.87,0,0,72.95,75.3,13700000,130.48
100,100,100,46.22,47.06,46.06,25.9,74.23,14921,1417.63,0,0,71.47,74.35,13900000,132.29
100,100,100,47.13,47.23,47,25.9,75.67,21607,2048.82,0,0,73.5,77.94,12500000,118.35
100,100,100,48.01,47.82,47.88,25.4,76.48,126705,11991.39,0,0,74.81,78.23,12500000,118.59
100,100,100,47.8,48.24,47.67,24.9,78.72,269310,25419.94,0,0,75.99,81.58,12600000,119.99
100,100,100,48.21,48.22,48.08,25,80.69,450120,42344.6,0,0,78.68,82.81,12700000,120.6
100,100,100,49.19,50.49,49.08,25.3,80.87,599619,56186.87,0,0,78.33,83.59,13100000,124.34
100,100,100,32.03,25.71,31.89,25.2,85.02,82041.0339782916,3567.78490926012,0.1,0.1,83.58,86.45,6560000,119.16
100,100,100,32.89,30.39,32.71,26.7,86.84,82041.0339782916,3567.78490926012,0.5,0.1,85.77,87.91,6830000,123.65
100,100,100,31.08,26.01,30.9,27.2,88.72,8810,1588.05,0.1,0,88.19,89.24,6420000,115.67
100,100,100,32.38,27.47,32.22,27.3,89.81,13192,2368.16,0,0,88.78,90.84,7170000,128.64
100,100,100,33.89,28.69,33.75,27.8,92.26,17135,3064.43,0,0,91.5,93.03,7290000,130.21
100,100,100,31.54,27.74,31.38,28.5,94.63,19419,3458.46,0.3,0.2,94.33,94.92,7030000,124.99
100,100,100,31.91,27.1,31.77,28.4,95.99,24548,4349.8,0.2,0.1,96.15,95.84,7160000,126.72
100,100,100,35.3,31.1,35.18,28.2,96.33,34129,6004.94,0.2,0.1,96.44,96.22,7080000,124.68
100,100,100,40.02,35.22,39.9,28.2,96.97,137709,24041.33,0.3,0.2,97.53,96.41,6990000,122.4
100,100,100,39.68,34.72,39.57,28.7,97.1,252263,43757.83,0.1,0.1,97.16,97.04,7140000,124.46
100,100,100,42.32,36.64,42.22,28.2,97.32,713512,123154.44,0.2,0.1,97.23,97.41,7220000,125.14
100,100,100,42.48,35.08,42.39,27.7,98.05,1612517,277330.58,0.3,0.2,98.06,98.03,7240000,124.98
57.4,40.9,62.3,16.97,11.16,10.78,36.2198132780083,2.26,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,112848,12.78
57.6,39.2,63.1,21.25,10.96,11.94,36.2198132780083,4,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,128776,14.29
57.9,37.5,64,25.13,10.68,14.07,36.2198132780083,6.5,4,4.35,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,165613,18.02
58.1,35.8,64.8,22.48,10.79,11.21,36.2198132780083,7,6,6.4,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,193049,20.61
54.6,22.1,64.2,20.68,11.87,10.82,45.1,9.4,1,1.05,19.7,8.4,63.99525,67.5129845422117,212468,22.26
58.6,32.5,66.4,8.97,11,4.02,44.1,12.7,4,4.12,24.9,8.4,63.99525,67.5129845422117,244123,25.12
58.9,30.8,67.1,6.87,13.45,2.22,36.2198132780083,17,8,8.09,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,287049,29.02
59.1,29.1,67.9,7.69,13.7,3.18,36.2198132780083,22.9,10,9.94,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,314350,31.24
59.8,29.5,68.6,10.24,13.79,4.5,36.2198132780083,30.8,11,10.75,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,345246,33.74
60.2,77.8707367149758,70,7.56,14.28,2.62,41.6,55.68,21,20.19,19.1,6.4,51.65,59.9,373052,35.86
62.4,33.6,70.6,7.56,14.25,2.62,36.2198132780083,58,36,34.05,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,395037,37.37
64.7,40.3,71.6,7.39,14.25,2.53,36.2198132780083,59.34,44,40.97,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,413866,38.54
90.9,77.8707367149758,91.392984496124,39.96,6.1,39.38,36.2198132780083,41.16,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,91000,132.3
90.2,77.8707367149758,91.392984496124,39.31,7.22,38.61,36.2198132780083,42.02,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,98500,143.2
91.3,77.8707367149758,91.392984496124,47.85,7.1,46.91,36.2198132780083,47.45,3,43.63,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,105567,153.54
90.1,77.8707367149758,91.392984496124,42.16,6.72,41.37,36.2198132780083,48.6,5,72.74,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,108924,158.45
93.5,77.8707367149758,91.392984496124,41.21,7.02,40.29,36.2198132780083,49.8,14,203.23,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,109300,158.66
94.6,77.8707367149758,91.392984496124,45.22,6.45,44.24,36.2198132780083,51,12,174.37,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,93575,135.97
95.7,77.8707367149758,91.392984496124,42.09,5.12,41.8,36.2198132780083,57.5,16,230.64,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,73886,106.51
96.7,77.8707367149758,91.392984496124,44.48,8.13,44.34,36.2198132780083,65,19,271.4,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,77254,110.35
97.8,77.8707367149758,91.392984496124,51.66,13.53,51.55,36.2198132780083,67.03,382,5451.3,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,78444,111.94
98.9,77.8707367149758,91.392984496124,52.09,14.31,51.99,36.2198132780083,69.62,498,7073.56,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,75230,106.86
99.6,77.8707367149758,91.392984496124,38.55,28.24,38.48,36.2198132780083,43.7411033057851,475,6706.86,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,76820,108.47
99.9,77.8707367149758,91.392984496124,39.47,21.37,39.47,36.2198132780083,73.38,705,9870.08,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,78132,109.39
97.6,92.6,99.6,17.56,32.19,13.44,48.1,20.82,82041.0339782916,3567.78490926012,5.4,1.4,63.99525,67.5129845422117,7210000,75.72
97.9,92.9,99.7,18.05,27.65,12.59,48.9,27.72,82041.0339782916,3567.78490926012,4.7,1.2,63.99525,67.5129845422117,8630000,89.45
98.1,93.6,99.8,16.11,8.63,11.65,47.3,31.4,115,11.76,3.9,0.9,63.99525,67.5129845422117,8890000,90.97
97.9,92.5,99.7,19.78,9.61,15.83,47.7,38,135,13.63,4.1,1,63.99525,67.5129845422117,8770000,88.56
97.9,92.3,99.7,18.81,9.69,14.9,46.1,42.32,239,23.83,3.8,1,63.99525,67.5129845422117,8930000,89.07
98.4,93.4,99.9,18.14,7.65,13.78,47.7,45.9,270,26.58,3,0.8,63.99525,67.5129845422117,9200000,90.58
98.5,93.6,99.9,20.86,7.26,16.8,44.3,49.58,348,33.85,3.4,0.8,63.99525,67.5129845422117,8300000,80.76
98.6,93.9,99.8,20.35,7.28,16.48,45.2,54.22,477,45.84,2.5,0.6,63.99525,67.5129845422117,8800000,84.54
98.9,95,99.9,23.41,7.53,20.07,45.7,63.87,970,92.14,2,0.6,63.99525,67.5129845422117,8710000,82.72
100,100,99.7,22.84,7.41,19.05,42.2,67.57,1032,96.93,1,0.3,67.84,67.29,8770000,82.36
98.9,95.9,99.6,32.46,8.71,29.74,43.7,74.82,1293,120.11,0.8,0.2,75.04,74.6,8940000,83.02
99,96.3,99.6,34.58,8.13,31.83,41.9,79.72,1215,111.65,0.8,0.2,63.99525,67.5129845422117,8950000,82.23
97.2,93.3,99.6,20.7,18.33,18.84,49.8,18.8,82041.0339782916,3567.78490926012,7.5,2.9,24.72,26.8,11700000,80.6
96.5,92.3,99,20.79,18.42,19.23,48.5,24.6,82041.0339782916,3567.78490926012,7.3,2.6,23.85,25.35,13200000,89.82
97.5,93.7,99.7,16.12,17.04,14.42,48.8,29.03,159,10.61,5.7,1.9,28.21,29.88,14800000,98.61
96.9,91.9,99.8,15.49,16.62,12.44,45.9,31.37,211,13.85,4.7,1.7,30.79,31.97,15300000,100.62
97.2,93.1,99.6,16.05,14.77,12.93,46.1,35.14,371,23.96,4.5,1.5,34.15,36.16,16500000,106.28
98,95.4,99.5,17.09,12.54,13.84,46.9,40.28,482,30.66,3.2,1,39.19,41.39,16600000,105.74
99,97.5,99.8,17.55,9.68,14.17,45,45.59,665,41.67,2.6,0.8,44.62,46.59,16600000,104.06
98.8,97,99.9,18.93,7.43,15.69,46,48.94,1319,81.44,3.4,1.2,48.49,49.41,12900000,79.92
98.7,96.8,99.8,22.75,9.22,20.11,45,54.06,1988,120.93,3.6,1.2,53.54,54.6,13900000,84.44
99.2,97.8,100,21.5,8.36,19.29,44.7,55.8,3524,211.06,3.2,1,63.99525,67.5129845422117,14700000,87.75
98.7,96.9,99.7,21.17,5.89,19.33,45.4,57.5,4538,266.7,3.3,1,63.99525,67.5129845422117,15800000,92.7
99.1,97.8,99.8,19.39,7.24,17.72,45.7,59.2,5448,314.12,3.6,1.1,63.99525,67.5129845422117,15900000,91.41
99.8,99.7,99.9,32.49,20.42,27.2,31.1,18.01,82041.0339782916,3567.78490926012,2.9,0.4,63.99525,67.5129845422117,41300000,49.24
98.9,98.4,99.5,30.5,16.79,24.13,36.2198132780083,20,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,55400000,64.74
99.4,99.1,99.7,29.96,12.27,20.65,30.2,21.6,205,2.35,1,0.1,63.99525,67.5129845422117,70700000,80.98
99.4,99.2,99.7,27.58,9.72,22.39,36.2198132780083,25.6,252,2.83,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,83400000,93.53
99.7,99.8,99.5,28.22,10.72,24.1,28.3,26.4,437,4.79,0.9,0.1,63.99525,67.5129845422117,96800000,106.09
99.9,99.9,99.9,28.99,12.13,21.32,36.2198132780083,29.4,563,6.03,5.74672131147541,1.96690573770492,26.35,32.33,99700000,106.78
99.8,99.7,99.9,25.55,14.87,22.42,36.2198132780083,33.89,725,7.58,5.74672131147541,1.96690573770492,31.09,36.6,95300000,99.71
99.3,99.4,99.1,29.53,10.55,26.18,31.8,37.82,975,9.98,0.9,0.1,34.78,40.8,9.4e+07,96.21
100,100,100,24.85,15.48,20.97,36.2198132780083,41.25,1388,13.91,5.74672131147541,1.96690573770492,38.21,44.17,97800000,98
100,100,100,36.18,9.97,29.28,31.5,44.95,3490,34.29,2.5,0.4,39.84,49.96,1.03e+08,101.15
100,100,100,31.41,9.2,28.09,36.2198132780083,46.92,3456,33.31,5.74672131147541,1.96690573770492,41.28,52.43,93800000,90.4
100,100,100,32.35,9.21,29.77,31.9,57.28,3547,33.58,1.5,0.3,52.99,61.54,95300000,90.27
91,81.4,96.5,19.83,45.15,17.74,46.9,10.08,82041.0339782916,3567.78490926012,7.7,2,9.28,11.01,6950000,114.54
91.1,81.1,96.6,21.81,48.24,19.21,45.8,12.11,82041.0339782916,3567.78490926012,7.4,2,11.23,13.13,7570000,124.22
91.6,81.6,96.9,25.52,50.43,22.32,43.5,15.9,84,13.74,6.3,1.6,12.32,13.6,7700000,125.95
92.6,83.4,97.2,25.68,47.41,23.45,42.3,18.9,99,16.13,5.3,1.2,15.98,18.03,8320000,135.5
93.7,85.2,97.8,23.19,41.82,21.22,41.8,20.32,139,22.56,4.6,1.1,18.83,22.03,8650000,140.38
95,89.3,97.8,23.83,40.84,21.68,43.4,23.11,175,28.29,3.6,0.9,21.37,25.1,8990000,145.37
95.1,89.2,97.8,22.63,35.54,20.56,41.6,24.76,216,34.79,3.4,0.8,23.21,26.56,9190000,148.05
95.4,89.4,98,21.78,42.46,19.28,40.6,26.8,286,45.9,2.3,0.5,25.61,28.16,9330000,149.8
96,90.3,98.4,23.56,44.89,22.4,40,29,331,52.96,2.6,0.6,63.99525,67.5129845422117,9640000,154.18
96.8,91.3,99,23.47,41.65,22.61,38,33.82,393,62.71,2.2,0.5,32.7,35.12,9480000,151.25
97,92.6,98.7,21.82,42.32,20.84,38.6,43.8,582,92.73,1.8,0.4,63.99525,67.5129845422117,9430000,150.3
97.4,93.6,98.8,20.95,39.03,19.78,38.8,50.49,608,96.81,1.4,0.3,48.87,52.38,10400000,165.55
65.2,18.9,92.7,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,1.82,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,180000,18.09
65.4,16.2,92.6,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,2.13,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2e+05,19.16
66.1,13.8,93.2,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,6,0,0,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,399290,36.48
66.1,10.1,93.1,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,11.5,1,0.87,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,478860,41.84
65.7,6.8,92.2,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,13.94,0,0,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,501077,41.98
65.9,6.2,92,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,16.4,1,0.8,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,510783,41.06
66,5.5,91.8,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,18.86,3,2.32,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,516540,39.88
66.1,4.8,91.7,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,21.32,4,2.97,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,533336,39.6
66.2,4.1,91.4,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,23.78,7,5,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,575650,41.15
66.4,3.5,91.2,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,26.24,0,0,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,566113,39.02
66.5,2.9,91,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,13,8.65,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,591223,39.36
66.6,2.4,90.8,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,49.13,27,17.39,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,617000,39.73
37.8,17.2,77.7,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,0.47,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,108631,3.61
38.9,18.5,77.6,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,0.54,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,141130,4.58
40.1,19.8,77.5,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,0.61,1,0.32,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,185275,5.89
41.2,21.1,77.3,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,0.7,1,0.31,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,241939,7.54
42.3,22.4,77.2,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,0.8,0,0,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,305283,9.39
43.5,23.8,77.1,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,0.9,0,0,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,354844,10.76
44.6,25.1,77,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,0.99,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,417400,12.56
45.8,26.6,76.8,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,1.08,0,0,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,475000,14.22
46.9,28,76.7,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,1.18,0,0,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,506000,15.04
48,29.5,76.5,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,2.5,0,0,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,695000,20.46
49.1,31,76.3,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,5.3,1,0.29,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
50.3,32.5,76.1,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,11.2,3,0.86,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1310000,37.47
100,100,100,38.18,38.18,37.34,31.9,70.58,82041.0339782916,3567.78490926012,0.4,0.2,70.36,70.83,1620000,121.5
100,100,100,42.49,37.03,41.7,31.4,72.5,82041.0339782916,3567.78490926012,0.6,0.2,72.66,72.01,1570000,117.68
100,100,100,42.07,34.44,41.5,32,74.1,713,535.5,0.8,0.4,75.33,75.03,1650000,124.13
100,100,100,41.12,36.06,40.6,32.5,76.5,970,730.73,1,0.5,77.23,75.68,1810000,136.06
100,100,100,39.95,37.1,39.43,32.9,78.39,1661,1255.77,0.7,0.4,77.19,78.67,2e+06,151.19
100,100,100,39.49,38.68,39.15,35.1,80,2127,1613.81,0.9,0.6,79.17,80.94,1930000,146.24
100,100,100,38.43,38.59,38.07,34.6,84.24,2885,2194.68,0.8,0.5,83.81,84.71,1900000,144.35
100,100,100,37.76,40.47,37.36,32.7,88.41,4105,3120.71,0.6,0.4,87.43,89.48,1900000,144.79
100,100,100,38.52,43.65,38.09,31.2,87.24,14193,10786.68,0.5,0.3,87.35,87.11,1900000,144.23
100,100,100,38.3,44.88,37.91,30.4,88.1,38377,29131.22,0.3,0.2,88.3,87.89,1900000,144.54
100,100,100,39.43,46.43,39.1,30.3,89.36,64636,48893.44,0.2,0.2,89.25,89.47,1920000,145.52
100,100,100,39.96,48.67,39.6,30.8,90.23,110548,83313.11,0.6,0.3,89.86,90.62,1950000,147.02
42.6,35.5,68,63.06,77.61,61.77,36.2198132780083,6.85,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,531643,48.78
38.6,28.9,72.6,49.9,66.04,47.74,51.4,8.94,82041.0339782916,3567.78490926012,49.3,20.9,63.99525,67.5129845422117,664432,60.69
45.6,39.8,65.4,75.13,55.32,74.39,36.2198132780083,11.04,5,4.55,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,725802,65.99
51.2,44.7,73.2,55.62,72.65,54.5,36.2198132780083,18.13,7,6.33,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,766540,69.35
54.3,48.2,74.9,47.24,57.34,41.82,36.2198132780083,20.78,9,8.1,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,805000,72.43
57.5,51.8,76.7,60.23,53.1,52.94,36.2198132780083,24.7,11,9.84,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,893000,79.85
65,59.3,84,59.43,62.22,50.41,36.2198132780083,25,21,18.65,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,916800,81.43
64.1,59.1,80.6,56.5,60.54,43.77,36.2198132780083,25.64,29,25.57,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,941000,82.99
63.4,58.1,81,71.18,65.35,65.71,54.6,28.57,29,25.38,36.1,12.8,63.99525,67.5129845422117,995000,87.09
73.5,69.8,85.3,70.36,40.91,65.41,36.2198132780083,35.3,46,39.95,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1030000,89.24
74,69.7,87.7,59.1,56.16,53.92,36.2198132780083,39.4,61,52.57,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1040000,89.85
77,72.9,90,66.03,58.87,59.61,36.2198132780083,43.9,107,91.48,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1070000,91.85
22,9.7,84,21.95,9.04,20.93,36.2198132780083,0.45,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1950000,2.32
23.7,11.3,84.8,22.94,11.37,21.64,36.2198132780083,0.54,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,4050000,4.67
25.5,12.9,85.6,25.21,10.88,24.84,33.2,0.75,3,0.03,30.8,8.1,63.99525,67.5129845422117,6850000,7.68
23,9.6,85.2,30.3,8.07,29.99,36.2198132780083,1.1,4,0.04,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,14100000,15.39
29,16.1,87.1,23.25,7.82,23.22,36.2198132780083,2.9,24,0.25,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,20500000,21.73
30.8,17.8,87.8,16.38,6.03,16.23,36.2198132780083,4.6,28,0.29,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,25600000,26.42
27.2,12,92,18.98,6.58,18.93,36.2198132780083,7.7,36,0.36,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,30500000,30.57
29,15.5,85,20.88,5.9,20.88,35,13.86,33,0.32,27,7.6,63.99525,67.5129845422117,42300000,41.29
42.9,32.4,85.4,25.8,7.11,25.02,36.2198132780083,15.37,42,0.4,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,51200000,48.65
44.3,31,96.6,17.92,6.66,16.76,36.2198132780083,15.6,76,0.7,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,39600000,36.6
44.8,32.5,91.8,21,5.06,20.04,36.2198132780083,15.9,160,1.44,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
48,36,92.7,20.73,6.67,19.54,36.2198132780083,16,165,1.45,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,41900000,36.73
100,100,100,43.96,14.91,43.96,36.2198132780083,75.57,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,54860,113.32
100,100,100,52.42,30.6,52.42,36.2198132780083,75.18,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,56993,117.68
100,100,100,56.83,31.83,56.83,36.2198132780083,75.2,83,1714.52,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,59446,122.8
100,100,100,50.91,38.69,50.91,36.2198132780083,80.73,108,2232.05,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,58475,120.85
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,85.34,150,3099.69,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,58722,121.35
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,90,166,3428.48,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,57751,119.28
